reviewer_id,rating,title,text,date,review_url
192,5,Problemlose Abwicklung,Problemlose Abwicklung ueber den von mir ausgewaehlten Rechtsanwalt.,2024-12-21,https://de.trustpilot.com/reviews/676699a77802e2b8e2e4599f
193,1,Ich moechte meine Erfahrungen mit dieser…,"Ich moechte meine Erfahrungen mit dieser Rechtsschutzversicherung teilen, um andere zu warnen. Leider habe ich seit dem Abschluss der Versicherung nur Probleme und fuehle mich extrem belastet.Die Versicherung scheint immer nach Gruenden zu suchen, um die Kostenuebernahme zu verweigern – egal, ob man puenktlich zahlt oder nicht. Noch schlimmer: Wenn man einmal nicht puenktlich zahlt, folgen sofort Mahnungen und sogar Drohungen mit gerichtlichen Massnahmen.Der Kuendigungsprozess ist eine Katastrophe. Es wurde mir versprochen, dass der Vertrag nach vollstaendiger Zahlung auf einen reduzierten Beitrag umgestellt wird und ich dann endgueltig zum 09.12.2025 gekuendigt bin. Nachdem ich den gesamten Betrag fuer 2024 gezahlt hatte, wurde mir jedoch ploetzlich mitgeteilt, dass ich erneut drei Monate vor Ablauf kuendigen muss – eine klare Abweichung von den urspruenglichen Zusagen.Es wirkt, als wuerde die Versicherung gezielt Hindernisse schaffen, um Kunden daran zu hindern, den Vertrag zu beenden. Gleichzeitig werden Anwaltskosten, fuer die man eigentlich versichert ist, regelmaessig abgelehnt – immer mit neuen Begruendungen.Diese Situation hat bei mir zu enormem Stress gefuehrt, bis hin zu gesundheitlichen Beschwerden. Ich kann diese Versicherung nicht empfehlen und hoffe, dass meine Bewertung anderen hilft, aehnliche Probleme zu vermeiden.",2024-12-20,https://de.trustpilot.com/reviews/67659641a18f862a6792518f
194,1,"Keine Deckungszusage, abwimmeln","Die Versicherung schafft es immer wieder Gruende zu finden, damit sie nicht zahlen muessen.Ich habe in drei verschiedenen Faellen eine Absage bekommen.Andere Versicherungen haben in gleichen Faellen problemlos eine Deckungszusage erteilt.Ich bin sehr enttaeuscht und werde die Versicherung kuendigen.",2024-12-13,https://de.trustpilot.com/reviews/675c6413e3fb72239e4feb02
195,1,Ich habe nach einer Rechtsauskunft…,"Ich habe nach einer Rechtsauskunft gefragt und habe eine Antwort bekommen und bevor ich noch eine weitere Fragen stellen konnte hatte der Gespraechspartner mich mit vielen Dank fuer Ihre Frage und auf wiederhoeren verabschiedet und aufgelegt.... einen Tag vorher war vermutlich der gleiche am Telefon und er hat meine Versicherung Nummer nicht gleich verstanden und gemeint er muesste das gerade Pruefen lassen, aber mich aus derWarteschleife geworfen....",2024-12-13,https://de.trustpilot.com/reviews/675c213339661bb030749640
196,1,Unglaublich schlechter Rechtschutz,"Unglaublich schlechter Rechtschutz. Ich kenne hunderte Faelle, die abgelehnt wurde inklusive dutzender meiner die umfassendes Kuendigungs-, Mietrecht, und Kautionschutz, sowie Maengelanzeigen beinhalteten.Menschen gehoeren vor diesen monatlichen Betraegen und ihren eigenen Anliegen geschuetzt.",2024-12-09,https://de.trustpilot.com/reviews/675c1597eb163596b6aa0e66
197,1,Man ist dort ueber 10 Jahre Kunde und…,"Man ist dort ueber 10 Jahre Kunde und wird nach dieser Zeit gekuendigt wegen angeblich ""mittlerweile sind die Aufwendungen jedoch so erheblich dass wir ihren Vertrag leider nicht fortsetzen koennen "".Die Versicherung erhebt hoehere Beitraege und kuendigt die Kunden die dieser nicht zustimmen!Ich habe wesentlich mehr eingezahlt als die Oerag jemals bezahlt hat und man wird mit o.g. Satz gekuendigt!Ich kann die Oerag absolut niemandem empfehlen!",2024-12-10,https://de.trustpilot.com/reviews/67585fecbf407086e314d80d
198,3,Nach sehr schlechter Bewertung doch Deckungszusage erhalten !,"Nach meiner Bewertung mit einem Stern am 17.10.24 (mit der Ueberschrift ""Schade, dass man nicht null Sterne ankreuzen kann) bekam ich - allerdings ca. 2 Wochen spaeter - eine Mail von der OeRAG, warum ich den so veraergert waere. Offenbar hatte bis dahin niemand weder meine Beschwerden oder die Deckungsanfragen meiner Rechtsvertretung mit gesetzlicher Begruendung sowie meiner Sparkasse, welche mir die OeRAG als Verbundpartner verkauft hatte, auch nur gelesen. Und kurz danach erhielt ich die Zusage der OeRAG, dass sie den Fall abdecken. Ich kann nur jedem empfehlen, Druck zu machen. Die Bewertungen, schliesslich sind ja viele negative fuer die OeRAG bei Trustpilot zu finden, bewegen doch etwas !!! Daher jetzt von mir 3 Sterne fuer die OeRAG und 5 Sterne fuer Trustpilot ! Susann",2024-11-13,https://de.trustpilot.com/reviews/6756e638cdba57d943f56056
199,1,FINGER WEG von OeRAG,"!!!!! Gegen OeRAG, Bei der VERBRAUCHERZENTRALE habe ich BESCHWERDE EINGEREICHT!!!!!Im Januar 2019 hatte ich zwei verschiedene Rechtsschutzversicherungsvertraege in Oerag (Vermieter und Privat). Ich musste im Jahr 2022 erstmal Vermieterversicherung nutzen. Die Oerag-Versicherung schickte mir eine Kuendigung, bevor das Gericht zu Ende war. Mein Anwalt und ich gingen wegen der Zahlung vor Diskussion(Der Zahlung Ich musste selbst uebernehmen).Auch hier musste ich mich an die Oerag Privat Rechtsschutzversicherung einmal wenden. Wieder laufen der Fall schickte mir Oerag ein anderen Kuendigung (mit der FALSCHE :Begruendung, ich haette meine Versicherung zu oft in Anspruch genommen).MIT EINEM WORT: Wer an eine OeRAG-Versicherung denkt, sollte die Rechtsschutzversicherung auch bei einer anderen Gesellschaft gegen die OeRAG abschliessen lassen. Das Einzige, was der Oerag Versicherung gelingt, ist, ihre Kunden im Sumpf zu lassen.",2023-12-10,https://de.trustpilot.com/reviews/6756a6d134b8d483b6d0cbf2
200,2,"Zwischenzeitlich wird der Vertrag im beiderseitigen Einvernehmen aufgeloest. Somit habe ich.die Change, einen neuen Vertrag abzuschliessen.","Bin sehr enttaeuscht von dieser VErsicherung. Am Anfang meines Schadenfalles war alles top. Super Service u.s.w.. Fuehlte mich dort sehr gut aufgehoben. Die Sache lief bzw.laeuft noch. Wurden nach fast 24 Jahren wegen Eigenbedarf gekuendigt. Gut aufgehoben? Ja, bis zu dem TAg der Regulierung. Nachdem die OeRAG eine Rechnung ueber EUR 2700,00 an meinem Rechtsanwalt gezahlt hatte, bekam ich ploetzlich die Vertragskuendigung fuer das naechste Jahr. Waere zu teuer. Darueber bin ich sehr erschuettert. Hatte bis auf diesen Schaden nie einen Schaden. Noch nie musste eine Versicherung fuer mich zahlen. Es ist unverschaemt. Bekomme doch nirgenwo eine Ersatz-RSV. Fuer was habe ich denn eine Mieterrechrschutz? Also Finger weg. Vor 2 Jahren hatte ich fuer diese Versicherung noch eine sehr positive Bewertung abgegeben. Das nehme ich natuerlich zurueck.",2024-08-14,https://de.trustpilot.com/reviews/674306cfde515b60e30d79c0
201,5,Im Schadensfall wird schnell Hilfe zugesagt,"Im Schadensfall wird schnell Hilfe zugesagt. Wer moechte kann auf die mitgeteilten Rechtsanwaelte zugreifen, muss aber nicht. Ansonsten rundum zufrieden.",2024-09-16,https://de.trustpilot.com/reviews/673db0af0e2de77bd6494d59
202,1,Ein Stern ist schon zu viel,"Ein Stern ist schon zu viel , wer sein Geld verbrennen moechte monatlich , ist bei der Rechtschutz gut aufgehoben. Aktuelle Klage wird nicht uebernommen , da die ""Gruende"" ja in der Vergangenheit (3 Jahre) liegen.Ja manchmal ist das so. Zu dem Zeitpunkt gab es noch die Wartefrist.Auf mehrmalige Rueckfrage ,wird ueberhaupt nicht reagiert. Gott sei Dank bin ich bald aus dem Verein raus. Nie wieder.Und eure geheuchelte Standard Antwort , koennt Ihr euch von vornherein sparen.",2024-10-01,https://de.trustpilot.com/reviews/673b0152cec62328f7fe69f9
203,1,Im Gegenteil,"Im Gegenteil, meine waermste Empfehlung an alle.Sechs Jahre lang bezahlt.Ich brauchte nur einmal Hilfe und bekam nichts. Es dauerte nur 30 Tage, bis ich eine Antwort erhielt, nachdem mein Banker interveniert hatte. Dies stellt ein gravierendes Problem fuer den Ruf der Sparkasse dar, mit der sie eine Partnerschaft eingegangen ist. Von nun an verstehe ich alles mit Vorsicht, auch Bankprodukte, denn im Vertrauen auf die Bank habe ich den Vertrag unterzeichnet, in der Hoffnung, im Falle von Problemen Sicherheit und ein freundschaftliches Verhaeltnis zu haben.Davon gibt es nichts. Aber die Kuendigung wurde bereits verschickt und weder ich noch alle Leute, die ich kenne, werden jemals wieder in die Naehe dieser Versicherung kommen.",2024-03-11,https://de.trustpilot.com/reviews/672c632369a465d07a5f723e
204,1,Vermieter Rechtschutz schlecht,Vermieter Rechtschutz schlecht ! wird nur nach Ablehungsgrund gefragt. 000000 als bewertung,2024-10-09,https://de.trustpilot.com/reviews/670666287f03834b87516bce
205,4,Bisher alles gut,"Meine persoenliche Erfahrung hierBisher lief alles gut, auch nach jahren gab es nie ein problem bei einer Kostenuebernahme seitens der Oerag.Nur die schlechte Erreichbarkeit der Versicherung ist negativMfg",2024-10-07,https://de.trustpilot.com/reviews/670392378d7c65854547e048
206,1,Tel.ausunft,"Tel.beratung lustlos,inkompetent, unfreundlich",2024-09-25,https://de.trustpilot.com/reviews/67038dc2094dd7b65f6d0bcf
207,1,"""Ihre Selbstbeteiligung im…","""Ihre Selbstbeteiligung im Rechtsschutzfall reduziert sich um 150 €, wenn Sie sich fuer eine von MEINRECHT empfohlene Kanzlei entscheiden.""... gilt fuer jeden Vertrag ... nur nicht fuer meinen.Wo ich herkomme, nennt man so etwas Betrug!So verliert man langjaehrige Kunden. Tschuess nach 8 Jahren!!Nachtrag:... und dann noch mit Entfernen der Bewertung drohen? Klasse Laden!Die Kuendigung ist raus!",2024-07-26,https://de.trustpilot.com/reviews/66f44b15c8068644ee64817b
208,1,Die Versicherung hat Leistungen ohne Informationen gestrichen.,"Die Versicherung hat Leistungen ohne Informationen gestrichen, trotz jaehrlicher Tariferhoehung um fast 10%.Oerag reagiert nicht auf schriftliche Anfragen.",2024-09-25,https://de.trustpilot.com/reviews/66f40478ea502e42524c8f0b
209,1,"Abzockverein, sowas braucht kein Mensch","Schade, dass man nicht 0 Sterne bewerten kann:Diese Rechtsschutzversicherung ist so ziemlich das allerschlimmste was mir in meinem fast 90 jaehrigen Leben zugemutet worden ist. Keines der angepriesenen Versprechen wird wahrgenommen. Wenn ein zwingend vogeschlagener Anwalt keine Zeit oder keine Lust hat zu uebernehmen und man in einer Notlage (Betrug) dringend einen Anwalt benoetigt, wird der hoechgstmoeglichge Selbstbeteiligungssatz berechnet, obwohl man sonst keine Moeglichkeit hat. Denen ist Rechtsschutz voellig gleichgueltig, sie helfen nicht, sie reiten den Kunden in Schwierigkeiten hinein.Herzlichen Dank OERAG, genau so mies wie die Sparkassen, die allgemein fuer ihre Abzockerei bekannt sind. Diese ""Versicherung"" gehoert dazu. VORSICHT!!!Ich habe sofort gekuendigt - leider viel zu spaet",2024-08-06,https://de.trustpilot.com/reviews/66c45cb55e2f5a3a301f1ed6
210,1,Super schlechte Versicherung,Super schlechte Versicherung. Schleierhafte Begruendung zur Ablehnung eines Schadensfalls. Ueber 400 € fuer ein steuerliches Gutachten ausgegeben. Der Fall landet vermutlich vor Gericht. WOW! So geht Rechtsschutzversicherung... Als Kunde seid ihr mich los. Rate jedem ab hier eine RV abzuschliessen. Die vermittelten Rechtsanwaelte per telefonischer Beratung scheinen auch bald in Rente zu gehen und wimmeln einen fix am Telefon ab. Ich kann gar nicht in Worte fassen wie schlecht der Service der OeRAG ist.,2024-08-06,https://de.trustpilot.com/reviews/66b1e1699f0a503372de6304
211,1,Ich kann die OeRAG leider nicht…,Ich kann die OeRAG leider nicht empfehlen. Habe mit der Rechtschutzversicherung bisher keine guten Erfahrungen gemacht. Es wurden bisher schon 2 Faelle abgelehnt ohne triftige Gruende. Werde mich jetzt nochmal an den Ombudsmann wenden.,2024-08-01,https://de.trustpilot.com/reviews/66af1eec875e9c4b15dbc693
212,1,Kuendigung wegen Inanspruchnahme,"Solange man jahrelang nur einzahlt ist man ein guter Kunde.Aber sobald man die Versicherung in Anspruch nimmt, bekommt man die Kuendigung.Warum nennen Sie sich dann ""Versicherung"" ???",2024-07-26,https://de.trustpilot.com/reviews/66ad15205a4a23e9692674c8
213,1,Katastrophe,"In ihren Werbungen sagen sie, dass sie in jeder Hinsicht unterstuetzen, und auch in ihrem Vertrag steht, dass sie unter den Bedingungen, in denen ich es benoetige, das Geld zahlen muessen. Aber wenn sie das Geld zahlen sollen, sagen sie: ""Nein, wir zahlen das nicht, weil es nicht durch unsere Versicherung abgedeckt ist. Die schlechsteste Versicherung.Unterschutzennur Kunde die zahlen ohne Schadensersatz! Kriminell!",2024-07-29,https://de.trustpilot.com/reviews/66a761e4f3eebab03e2a9640
214,5,Tolle Unterstuetzung,Ein gewerblicher Haendler hat mir eine Fake Tasche von Dolce & Gabbana geschickt und anschliessend die Rueckerstattung verweigert. Es ging um einen Betrag in Hoehe von 1045€. Ich habe innerhalb von 5 Minuten eine Zusage fuer die Kostenuebernahme von der OeRAG erhalten. Die Partnerkanzlei vor Ort hat den Fall auch sofort angenommen. Nun wurde der Kaufbetrag vollstaendig erstattet. Ich bin begeistert! Vielen Dank!,2024-05-31,https://de.trustpilot.com/reviews/66a24adb325d2d326392490c
215,1,Kundenservice hat sich dramatisch verschlechtert,"Ich bin seit vielen Jahren bei der Oerag Rechtschutzversicherung und war bei den wenigen Faellen in den vergangenen Jahren sehr zufrieden. ABER: Es scheint sich so einiges geaendert zu haben! Telefonisch erreicht man keine kompetenten Mitarbeiter mehr, per Mail erhaelt man selbst nach Monaten keine Rueckmeldung! Ich werde nun zumindest den Plus-Tarif mit sofortiger Wirkung kuendigen, da ich diesen aufgrund der mangelnden Infos nicht in Anspruch nehmen konnte. Zumindest hierzu habe ich bereits die Zusage der Oerag. Sollte der Kundenservice weiter in diese Richtung gehen, werde ich auch ganz kuendigen. Neuen Kunden wuerde ich die Oerag jedenfalls nicht empfehlen!",2024-07-05,https://de.trustpilot.com/reviews/668794d1ebae690e408298be
216,1,Nutzlose Versicherung,"Nutzlose Versicherung. OeRAG verwies mich an eine Anwaltskanzlei, die mir wegen einer Geld- und Warenunterschlagung im Februar 2024 durch einen online- Shop behilflich sein sollte. Diese Kanzlei hatte keinerlei Interesse an dem Fall, der bis heute anhaengig ist und von der Kanzlei ad acta gelegt wurde. Seitens OeRAG war keine weitere Unterstuetzung zu erkennen.",2024-04-08,https://de.trustpilot.com/reviews/6686fdcd878ef7b87947fb01
217,1,Schlecht,"Schlecht , nachdem ich unverschuldet die Versicherung in Anspruch genommen hatte , wurde mir gekuendigt. Empfohlener Rechtsanwalt war auch noch ne absolute Pfeife ! Ganz schlecht !!",2024-06-20,https://de.trustpilot.com/reviews/66744570906e635dffa859c8
218,5,Ich bin super zufrieden mit der OeRAG,"Ich bin super zufrieden mit der OeRAG. Die Menschen im Rechtsservice, die man telefonisch erreichen kann, sind studierte Rechtsexpert*innen. Die haben echt Ahnung. Eine Bereicherungen ist auch das Portal von MEINRECHT (meinrecht.de) – dort gibt es ganz viele Tipps und News!",2024-06-13,https://de.trustpilot.com/reviews/6672933c253c1e62ec53c70b
219,1,Ploetzliche Kuendigung ohne Vorwarnung mit einer Frist von 4 Wochen / Faellig Zahlungen werden zurueckgehalten,"10.07.2024: Nun ist es passiert. Das Geld ist nicht, wo es seit 2 Tagen sein sollte.05.07.2024:Um fair zu sein: Die Beschwerdeabteilung hat sich aktiv eingebracht.Update vom 03.07.2024:Nachdem ich die ausserordentliche Kuendigung erhalten habe mit der Zusage, dass ueber das Kuendigungsdatum alles bezahlt werden wuerde, was den aktuellen Fall betrifft, gibt es nun doch Probleme mit der Bezahlung von zugesagten Leistungen. Aktuell faellige Zahlungen gehen nicht an die entsprechenden Behoerden trotz Zusagen, dass sie heute rausgehen sollen. Damit ist mein gesamtes Verfahren gefaehrdet. Die RS-Versicherung ist seit vielen Tagen ueber die Zahlungen informiert. Mein Anwalt hat bereits mehrmals erinnert. Ich wurde heute von zwei frechen Mitarbeiterinnen angemacht, bis man mir sagte, die Zahlungen waeren noch nicht rausgegangen, und meine Akte waere von einem bestimmten Sachbearbeiter gesperrt. Diese Versicherung ist unglaublich! Auch mein Versicherungsmakler kann nicht verstehen, was das soll. Er droht nun mit Einschalten des Vorstand. Die OERAG ist in der Haftung! Ich kann mich nur vielen anderen anschliessen: Haende weg von dieser Versicherung!Leider muss auch ich mich den schlechten Bewertungen anschliessen. In einem laufenden Verfahren wurde mir nun ploetzlich der Vertrag ohne jegliche Vorwarnung gekuendigt, obwohl mir ein Sachbearbeiter dort vor kurzen noch erklaert hatte, dass ich nichts zu befuerchten habe, da es bei der OeRAG nur darum ginge, was sie wirklich zu bezahlen hat. Und solange zu erwarten ist, dass die Versicherung ihre Zahlungen nach Gerichtsurteil zurueckerhaelt, waere sowieso alles in Ordnung. Hinzukommt, dass der Eigenanteil, den ich zu tragen habe, mit 400,- EUR auch noch ziemlich hoch ist, so dass fuer die Versicherung nicht allzu viel als Rest anfaellt, der zu bezahlen ist.Die Anwaelte, die von der Versicherung empfohlen werden, sind an Anzahl recht bescheiden und lehnen es haeufig ab, einen als Mandanten anzunehmen.Auch musste ich feststellen in der Auflistung, die der Kuendigung beilag, dass diese Versicherung einen Anwalt in der Vergangenheit fuer ein- und dieselbe Angelegenheit doppelt bezahlt hatte ohne mein Wissen, was mir nun als zwei Schadensfaelle angerechnet wird, und obwohl ich die Versicherung bereits mehrfach darueber informiert hatte, wie unzufrieden ich mit der Leistung dieses von ihr empfohlenen Anwalts bin. Diese Doppelzahlung und -zaehlung wird jetzt auch noch mir angelastet.In einer kuerzlich erfolgten Rueckfrage von mir zu einem mir voellig unverstaendlichen Schreiben der OeRAG im Hinblick auf eine einfache Anfrage meines Anwalts, leitete mich ein Mitarbeiter einfach kommentarlos an einen anderen Sachbearbeiter weiter, der neben immerwaehrender Wiederholungen bestimmter Aeusserungen dann auch noch erklaerte, dass die OeRAG die Anfrage meines Anwalts, die von dieser Versicherung anfangs nicht einmal beantwortet worden war, moeglicherweise voellig missverstanden haette. Wie kann so etwas passieren? Auf welchen Grundlagen fundieren denn beunruhigende Anschreiben oder beschwichtigende Aussagen der OeRAG, wenn sich Sachbearbeiter schlussendlich darauf hinausreden, dass sie gegebenenfalls alles missverstanden haben? Wie kann es sein, dass ein Anwalt in ein- und derselben aussergerichtlichen Angelegenheit zweimal bezahlt wird, und diese Zahlung dann auch noch an mir dem Versicherungsnehmer spurlos vorbeigeht? Ich haette in einem zweiten Verfahren ja auch meine Selbstbeteiligung nochmal bezahlen muessen, was ich sicher nicht getan haette. Spaetestens dann waere die Doppelzahlung aufgeflogen? Zusammengefasst sieht es fuer mich so aus, als wuerde diese Versicherung ihren Versicherungsnehmern kuendigen, sobald die Zahlungen, die sie leisten muss, die Summe der geleisteten Beitraege uebersteigt, voellig unabhaengig davon, ob und dass sie ihre Auslagen wieder zurueckerstattet bekommt. Denn es laeuft derzeit darauf hinaus, dass fuer diese Versicherung in meinem Fall ein Saldo = 0,00 EUR resultiert, wenn man davon ausgeht, dass sie ihre Kosten nach Gerichtsurteil zurueckerstattet bekommen. Meine Betraege covern ihre tatsaechlichen Ausgaben. Zuzueglich meiner Selbstbeteiligung habe ich die Anwalts- und Gerichtsgebuehren im Grunde doch selbst bezahlt.Update 25.06.2024: Ich habe die OeRAG sofort nach Erhalt der Kuendigung angeschrieben und um Erklaerung gebeten. Das ist jetzt jetzt 8 Tage her. Bis heute habe ich darauf keine Antwort erhalten. Aber nun will die OeRAG ueber diese Plattform Infos zu meiner Bewertung. Warum muss alles ueber den Weg laufen, damit man das Gefuehl bekommt, ueberhaupt in irgendeiner Form wahrgenommen zu werden ...?Das ist nicht mein Verstaendnis einer Versicherung ...",2024-06-13,https://de.trustpilot.com/reviews/666eb371259c5c84b2b03c5e
220,5,Sehr zufrieden,"Ich habe nur gute Erfahrungen mit meiner Rechtsschutz Versicherung,,,ich hatte sie schon mehrfach gebraucht,und das war immer zu meiner vollsten Zufriedenheit,, Mitarbeiter nett am Telefon,ebenso die Rechtsberatung durch einen Anwalt am Telefon,,,,es wurde auch immer alles zuegig bearbeitet,,,und so bin ich ein zufriedener Kunde,,,,,,",2024-06-10,https://de.trustpilot.com/reviews/666737af77db51f937eaddd8
221,1,Ich war bei der Oerag rechtschutz…,"Ich war bei der Oerag rechtschutz versichert und konnte wegen 4 Monaten Krankenhausaufenthalt nicht in das online Banking. Somit habe ich nicht mitbekommen das die monatlichen Abbuchung nicht getilgt waren. Darauf hin wurde dieses Inkasso beauftragt. Sie verlangen fuer eine Hauptforderung von 155€ insgesamt 350€.Die Hoehe der Inkassogebuehren bei einer Hauptforderung von 155€ ist gesetzlich begrenzt. Gemaess § 4 Abs. 1 des Rechtsdienstleistungsgesetzes (RDG) duerfen Inkassogebuehren maximal in Hoehe der gesetzlichen Verguetung nach dem Rechtsanwaltsverguetungsgesetz (RVG) berechnet werden.Fuer eine Hauptforderung von 155€ koennte die maximale Hoehe der Inkassogebuehren daher bei etwa 18,00€ bis 21,00€ liegen. Dies entspricht einem Prozentsatz von 1,3 bis 1,5 des eingeforderten Betrags, wie es im RVG festgelegt ist.Es ist wichtig zu beachten, dass Inkassogebuehren nicht beliebig hoch sein duerfen und in einem angemessenen Verhaeltnis zur Forderung stehen muessen. Es empfiehlt sich daher, im konkreten Fall die genauen Kosten mit dem Inkassounternehmen zu klaeren und gegebenenfalls die Angemessenheit der Gebuehren zu ueberpruefen.Ich habe jetzt den ADAC rechtschutz eingeschalten und die haben es mir bestaetigt. Nutzt auf jedenfall eure rechtschutz und zur Information vorweg einen GPS Chat zur Gebuehrenberechnung (App Store).Ausserdem solltet ihr darauf bestehen, dass man die Vereinbarung schriftlich per Einschreiben an euch sendet. Das ist in meinem Fall nicht geschehen. Sie haben dann einfach aufgeschlagen und Gebuehren erfunden.Der Oerag war es uebrigens voellig egal welches Inkasso sie einsetzt. Habe extra angerufen und die haben gemeint es ginge sie nichts an und ich solle das mit der Inkasso selber klaeren. Das die deren Ruf schaden war der Sachbearbeiter egal. Mich haben die immer als Kunden verloren. Sind sowieso nicht kompetent genug.Mir wurde der Rechtsanwalt Oliver Langner aus Duesseldorf empfohlen bei Inkasso Fragen.",2024-05-23,https://de.trustpilot.com/reviews/664eed76494f75477ec658d4
222,1,Nach vielen Jahren erhalte ich die Kuendigung,"Leider kann ich mich den vielen schlechten Bewertungen nur anreihen. Wir zahlen viele Jahre Beitraege fuer diese Versicherung, hatten sie aber gluecklicherweise noch nie benoetigt. Nun steht uns der erste grosse Rechtsstreit bevor, der Schaden wird vorerst auch uebernommen, allerdings habe ich zwei Tage nach Uebernahme des Schadens die Kuendigung Seitens Oerag im Briefkasten. Die Begruendung der Kuendigung lautete: ""die Aufwendungen sind so erheblich, dass wir den Vertrag nicht mehr fortsetzen koennen"". Aber meine gezahlten Beitraege die letzten Jahre haben sie gerne genommen. Schliesst auf keinen Fall diese Versicherung ab, wenn ihr vielleicht mal Hilfe benoetigt. Ich habe sie damals ueber Check24 abgeschlossen, allerdings wird Oerag dort schon gar nicht mehr empfohlen.Update - Januar 2025:Oerag hat veranlasst meine Bewertung auf diesem Portal zu loeschen, bis ich ""Beweise"" erbringe, dass meine Bewertung auch der Wahrheit entspricht.Meine Bewertung entspricht 100% der Wahrheit und wurde nun auch von Seiten Trustpilot mit Nachweisen geprueft.Ich persoenlich kann und werde diese Versicherung keinem mehr empfehlen - durch die Kuendigung von Seiten Oerag finde ich nun keine andere Rechtsschutzversicherung die mich aufnimmt. Danke dafuer an Oerag, meine Beitraege fuer die letzten Jahre habt ihr aber gerne angenommen. thumbs down",2024-04-27,https://de.trustpilot.com/reviews/662d08c0e14b1421f92092c7
223,5,Skiunfall in Oesterreich,"Einfach ein sehr guter Partner an unserer Seite! Schwerwiegender Skiunfall in Oesterreich, Verursacher kommt aus Holland. Gerichtsstand ist Oesterreich. Wie sichert man seine Ansprueche? Mit der OeRAG war alles ganz unkompliziert und wir haben einen renommierten Anwalt in Oesterreich benannt bekommen, der sich mit dem Thema bestens auskennt. Danke fuer diese wirklich tolle Unterstuetzung - gerade wenn man es am dringendsten braucht!",2024-03-25,https://de.trustpilot.com/reviews/662be8e2d2ff96d4cbdea305
224,1,Berufs-RS; bis der Schadensfall eintritt,"Engagierte Aufarbeitung des Schadenfalls durch die Mitarbeiter. Als es dann um den Schadenausgleich ging, zog sich die OeRAG zurueck. Auf Anfragen wird sei Monaten einfach nicht mehr geantwortet. Der Kunde steht im Regen.",2024-04-25,https://de.trustpilot.com/reviews/662bacae3782569cdda9d35e
225,1,OeRAG Rechtschutzversicherung,"OeRAG Rechtschutzversicherung ! Wissen nicht was sie tun ! ! ! kannst vergessen nie wieder, werfen dich raus wie sie wollen !!!! dann spricht man von Service !!!!",2024-04-23,https://de.trustpilot.com/reviews/6627c0a85805fa02262c3cf6
226,1,Kundenberater abweisend und nicht…,Kundenberater abweisend und nicht kooperativFreundlichkeit sieht anders ausGut ueberlegen wo man seine Rechtschutz abschliesst.Vertrag ist mittlerweile gekuendigt,2024-04-22,https://de.trustpilot.com/reviews/66267df252af39be0a7905fe
227,1,Es ist unverschaemt von den Sogenannten…,Es ist unverschaemt von den Sogenannten Kundenservice sich nicht zurueck melden auf einer Wichtige Frageich sehe mich gezwungen eventuell mir eine Versicherung zu suchen die fuer zahlenden Kunden auch bereit sind sich zu melden.. Eventuell sollten die Mitarbeiter Mal ueberlegen was Sie ohne Kunden machen wuerden,2024-04-11,https://de.trustpilot.com/reviews/661fe72880a99c7b4a6b8591
228,1,5 NEGATIV-Sterne sind eine gerechte Bewertung!,"Ein Stern ist in der Bewertung noch zu viel. Eigentlich muessten es 5 NEGATIV-Sterne sein, da das Auftreten der OeRAG hoeflich gesagt, grottenschlecht ist.Schadenfaelle werden z.B.+ 2 x abgelehnt, obwohl es klar definierte Hinweisegab, dass bereits in einem gleichlaufenden Fallgeleistet wurde. SCHRIFTLICHE LUeGEN auf Papiervon der OeRAG. Angeblich wurde ordentlich geprueft.+ Fasst man dann mit Hilfe des Ombudsmanns inBerlin nach, wird erst eine Teildeckung erteilt. Nacheinem weiteren Nachfassen ueber den Ombudsmannfaellt das LUeGENKONSTRUKT der OeRAG zusammenund es gibt endlich nach mehreren Monaten (!!!)eine Volldeckung fuer den RS-Fall.+ Luegen am Telefon ueber die Erreichbarkeit derSchadensachbearbeiter (m/w/d) sind taegliches Brotder OeRAG. Man landet in einer grossenTelefonzentrale mit unkompetenten ""Telefonisten""mit vermeintlich geringer Ausbildung, aber vielBlabla.Fazit:Finger weg von dieser Versicherung. Suchen Sie sicheinen besseren Vertragspartner als die OeRAG!!!",2024-01-01,https://de.trustpilot.com/reviews/661f8b3a7d45acc0d5f1f8d6
229,5,Vieles Online,Schnelle Rueckmeldung. Modernes Portal auch fuer nicht registrierten Kunden. Und Wertvolle Ratgeberseiten und sogar online Rechtservices,2024-04-09,https://de.trustpilot.com/reviews/6615006fdca2bfb61689a571
230,5,Tolle Abwicklung,"Tolle Abwicklung, guter Service!",2024-04-01,https://de.trustpilot.com/reviews/660faf5b6bd6d79141fa834c
231,1,Fragwuerdige Leistungsablehnung,"Trotz klarer Rechtslage und durch Anwalt klar bestaetigter Erfolgsaussichten erteilte die OeRAG uns in einem Verwaltungsverfahren unserer Kinder betreffend keinen Rechtsschutz, so dass wir nach mehrfachem Hin und Her ein Verfahren beim zustaendigen Ombudsmann einleiten mussten.Betrachtet man die zahlreichen negativen Bewertungen ueber verschiedene etablierte Bewertungsportale hinweg, welche mit oft aehnlich gelagerten Konstellationen aufwarten, koennte man mutmassen, dass hier methodisch gehandelt wird und das eigentliche Geschaeftsmodell der reine Beitragseinzug ist.",2024-03-31,https://de.trustpilot.com/reviews/660d96625870700e418f7c7b
