name,rating,title,text,date,review_url
x Kaxra,1,Wir sind selbstständig und es geht für…,"Wir sind selbstständig und es geht für uns nur um firmenverträge oder Personal Probleme und es würde einfach unsere Sachen mit dem Vertrag nicht übernommen . Sie waren auch sehr unfreundlich. Ich würde nach viele Jahren gar nichts empfehlen. Solange Sie nicht brauchen und bezahl, sind es ok Aber sobald Sie Sie brauchen nicht mehr da",1. Juli 2024,https://de.trustpilot.com/reviews/6769dab20315b66d44c37b6b
Hansi,1,Einer der schlimmste Versicherungen die…,"Einer der schlimmste Versicherungen die es gibt, hiermit erkläre an Eides statt dass zwar mein Angegebener Name ein Künstlername ist aber der Kontakt und Versicherung zu oerag hatte 3 jahre angehalten , 3 jahre umsonst gezahlt, wenns dann an ein Fall gibt wird sofort abgelehnt , dass kann nich sein hab ich gedacht, wofür zahl ich eigentl7ch, leute vergesst es Rechtschutz ist ein scam , wenns drauf ankommt zahlen sie nicht, dann darfst du auch noch mit deiner eigenen rechtschutz streiten, hast du 2 rechtstreite auf ein mal das wissen die und nutzen das aus, , vergesst es hab knapp 600 euro in den müll geworfen , lest genau die AGB durch und versteht diese, ihr hab wenn sie ablehnen immer sonderkündigungsrecht oder ombudsmann einschalten , solch ein 🤬🤬🤬, und jetz wollten sie die bewertung löschen lassen. ich will euch nur warnen. Lasst die finger von Rechtschutz, ist reines licken mit Angstmache und Glücksspiel, alles was häufig dran kommt ist eh ausgeschlossen vom schutz. Es gibt praktisch kein Schutz. Von daher nie wieder rechtschutz schmeisst das geld lieber in eine Spardose und legt es an viel besserer invest u d wenn ihr anwalt braucht zahlt selber, oft sind aber anwälte auch abzocker, wirklich katastrophe. Der vertrag hatte bestand bei oerag. egal welche vetsicherung es gibt kein rechtschutzz wenn fall eintritt, erhöhen sie die preise oder kündigen dich, braucht kein mensch sowas.",26. Dezember 2023,https://de.trustpilot.com/reviews/6768739aaf4de399c78eb397
C.T.,5,Problemlose Abwicklung,Problemlose Abwicklung über den von mir ausgewählten Rechtsanwalt.,21. Dezember 2024,https://de.trustpilot.com/reviews/676699a77802e2b8e2e4599f
Michelle,1,Ich möchte meine Erfahrungen mit dieser…,"Ich möchte meine Erfahrungen mit dieser Rechtsschutzversicherung teilen, um andere zu warnen. Leider habe ich seit dem Abschluss der Versicherung nur Probleme und fühle mich extrem belastet.Die Versicherung scheint immer nach Gründen zu suchen, um die Kostenübernahme zu verweigern – egal, ob man pünktlich zahlt oder nicht. Noch schlimmer: Wenn man einmal nicht pünktlich zahlt, folgen sofort Mahnungen und sogar Drohungen mit gerichtlichen Maßnahmen.Der Kündigungsprozess ist eine Katastrophe. Es wurde mir versprochen, dass der Vertrag nach vollständiger Zahlung auf einen reduzierten Beitrag umgestellt wird und ich dann endgültig zum 09.12.2025 gekündigt bin. Nachdem ich den gesamten Betrag für 2024 gezahlt hatte, wurde mir jedoch plötzlich mitgeteilt, dass ich erneut drei Monate vor Ablauf kündigen muss – eine klare Abweichung von den ursprünglichen Zusagen.Es wirkt, als würde die Versicherung gezielt Hindernisse schaffen, um Kunden daran zu hindern, den Vertrag zu beenden. Gleichzeitig werden Anwaltskosten, für die man eigentlich versichert ist, regelmäßig abgelehnt – immer mit neuen Begründungen.Diese Situation hat bei mir zu enormem Stress geführt, bis hin zu gesundheitlichen Beschwerden. Ich kann diese Versicherung nicht empfehlen und hoffe, dass meine Bewertung anderen hilft, ähnliche Probleme zu vermeiden.",20. Dezember 2024,https://de.trustpilot.com/reviews/67659641a18f862a6792518f
Detlef,1,"Keine Deckungszusage, abwimmeln","Die Versicherung schafft es immer wieder Gründe zu finden, damit sie nicht zahlen müssen.Ich habe in drei verschiedenen Fällen eine Absage bekommen.Andere Versicherungen haben in gleichen Fällen problemlos eine Deckungszusage erteilt.Ich bin sehr enttäuscht und werde die Versicherung kündigen.",13. Dezember 2024,https://de.trustpilot.com/reviews/675c6413e3fb72239e4feb02
Marion Möller-Kopf,1,Ich habe nach einer Rechtsauskunft…,"Ich habe nach einer Rechtsauskunft gefragt und habe eine Antwort bekommen und bevor ich noch eine weitere Fragen stellen konnte hatte der Gesprächspartner mich mit vielen Dank für Ihre Frage und auf wiederhören verabschiedet und aufgelegt.... einen Tag vorher war vermutlich der gleiche am Telefon und er hat meine Versicherung Nummer nicht gleich verstanden und gemeint er müsste das gerade Prüfen lassen, aber mich aus derWarteschleife geworfen....",13. Dezember 2024,https://de.trustpilot.com/reviews/675c213339661bb030749640
Ernst Meier,1,Unglaublich schlechter Rechtschutz,"Unglaublich schlechter Rechtschutz. Ich kenne hunderte Fälle, die abgelehnt wurde inklusive dutzender meiner die umfassendes Kündigungs-, Mietrecht, und Kautionschutz, sowie Mängelanzeigen beinhalteten.Menschen gehören vor diesen monatlichen Beträgen und ihren eigenen Anliegen geschützt.",9. Dezember 2024,https://de.trustpilot.com/reviews/675c1597eb163596b6aa0e66
Wahrheit,1,Man ist dort über 10  Jahre Kunde und…,"Man ist dort über 10  Jahre Kunde und wird nach dieser Zeit gekündigt wegen angeblich ""mittlerweile sind die Aufwendungen jedoch so erheblich dass wir ihren Vertrag leider nicht fortsetzen können "".Die Versicherung erhebt höhere Beiträge und kündigt die Kunden die dieser nicht zustimmen!Ich habe wesentlich mehr eingezahlt als die Örag jemals bezahlt hat und man wird mit o.g. Satz gekündigt!Ich kann die Örag absolut niemandem empfehlen!",10. Dezember 2024,https://de.trustpilot.com/reviews/67585fecbf407086e314d80d
Susann S.,3,Nach sehr schlechter Bewertung doch Deckungszusage erhalten !,"Nach meiner Bewertung mit einem Stern am 17.10.24 (mit der Überschrift ""Schade, dass man nicht null Sterne ankreuzen kann) bekam ich - allerdings ca. 2 Wochen später - eine Mail von der ÖRAG, warum ich den so verärgert wäre. Offenbar hatte bis dahin niemand weder meine Beschwerden oder die Deckungsanfragen meiner Rechtsvertretung mit gesetzlicher Begründung sowie meiner Sparkasse, welche mir die ÖRAG als Verbundpartner verkauft hatte, auch nur gelesen. Und kurz danach erhielt ich die Zusage der ÖRAG, dass sie den Fall abdecken. Ich kann nur jedem empfehlen, Druck zu machen. Die Bewertungen, schließlich sind ja viele negative für die ÖRAG bei Trustpilot zu finden, bewegen doch etwas !!! Daher jetzt von mir 3 Sterne für die ÖRAG und 5 Sterne für Trustpilot ! Susann",13. November 2024,https://de.trustpilot.com/reviews/6756e638cdba57d943f56056
Tayyar Kevioğlu,1,FINGER WEG von ÖRAG,"!!!!! Gegen ÖRAG, Bei der VERBRAUCHERZENTRALE habe ich BESCHWERDE EINGEREICHT!!!!!Im Januar 2019 hatte ich zwei verschiedene Rechtsschutzversicherungsverträge in Örag (Vermieter und Privat).  Ich musste im Jahr 2022 erstmal Vermieterversicherung nutzen.  Die Örag-Versicherung schickte mir eine Kündigung, bevor das Gericht zu Ende war.   Mein Anwalt und ich gingen wegen der Zahlung vor Diskussion(Der Zahlung Ich mußte selbst übernehmen).Auch hier musste ich mich an die Örag Privat Rechtsschutzversicherung einmal wenden. Wieder laufen der Fall schickte mir Örag ein anderen Kündigung (mit der FALSCHE :Begründung, ich hätte meine Versicherung zu oft in Anspruch genommen).MIT EINEM WORT: Wer an eine ÖRAG-Versicherung denkt, sollte die Rechtsschutzversicherung auch bei einer anderen Gesellschaft gegen die ÖRAG abschließen lassen.  Das Einzige, was der Örag Versicherung gelingt, ist, ihre Kunden im Sumpf zu lassen.",10. Dezember 2023,https://de.trustpilot.com/reviews/6756a6d134b8d483b6d0cbf2
Ulrich Kumpe,2,"Zwischenzeitlich wird der Vertrag im beiderseitigen Einvernehmen aufgelöst. Somit habe ich.die Change, einen neuen Vertrag abzuschließen.","Bin sehr enttäuscht von dieser VErsicherung. Am Anfang meines Schadenfalles war alles top. Super Service u.s.w.. Fühlte mich dort sehr gut aufgehoben. Die Sache lief bzw.läuft noch. Wurden nach fast 24 Jahren wegen Eigenbedarf gekündigt. Gut aufgehoben? Ja, bis zu dem TAg der Regulierung. Nachdem die ÖRAG eine Rechnung über  EUR 2700,00 an meinem Rechtsanwalt gezahlt hatte, bekam ich plötzlich die Vertragskündigung für das nächste Jahr. Wäre zu teuer. Darüber bin ich sehr erschüttert. Hatte bis auf diesen Schaden nie einen Schaden. Noch nie mußte eine Versicherung für mich zahlen. Es ist unverschämt. Bekomme doch nirgenwo eine Ersatz-RSV. Für was habe ich denn eine Mieterrechrschutz? Also Finger weg. Vor 2 Jahren hatte ich für diese Versicherung noch eine sehr positive Bewertung abgegeben.  Das nehme ich natürlich zurück.",14. August 2024,https://de.trustpilot.com/reviews/674306cfde515b60e30d79c0
Weißer,5,Im Schadensfall wird schnell Hilfe zugesagt,"Im Schadensfall wird schnell  Hilfe zugesagt. Wer möchte kann  auf die mitgeteilten Rechtsanwälte zugreifen, muss aber nicht. Ansonsten rundum zufrieden.",16. September 2024,https://de.trustpilot.com/reviews/673db0af0e2de77bd6494d59
SilverVectra,1,Ein Stern ist schon zu viel,"Ein Stern ist schon zu viel , wer sein Geld verbrennen möchte monatlich , ist bei der Rechtschutz gut aufgehoben. Aktuelle Klage wird nicht übernommen , da die ""Gründe"" ja in der Vergangenheit (3 Jahre)  liegen.Ja manchmal ist das so. Zu dem Zeitpunkt gab es noch die Wartefrist.Auf mehrmalige Rückfrage ,wird überhaupt nicht reagiert. Gott sei Dank bin ich bald aus dem Verein raus. Nie wieder.Und eure geheuchelte Standard Antwort , könnt Ihr euch von vornherein sparen.",1. Oktober 2024,https://de.trustpilot.com/reviews/673b0152cec62328f7fe69f9
Zlatko,1,Im Gegenteil,"Im Gegenteil, meine wärmste Empfehlung an alle.Sechs Jahre lang bezahlt.Ich brauchte nur einmal Hilfe und bekam nichts.   Es dauerte nur 30 Tage, bis ich eine Antwort erhielt, nachdem mein Banker interveniert hatte.   Dies stellt ein gravierendes Problem für den Ruf der Sparkasse dar, mit der sie eine Partnerschaft eingegangen ist.   Von nun an verstehe ich alles mit Vorsicht, auch Bankprodukte, denn im Vertrauen auf die Bank habe ich den Vertrag unterzeichnet, in der Hoffnung, im Falle von Problemen Sicherheit und ein freundschaftliches Verhältnis zu haben.Davon gibt es nichts.   Aber die Kündigung wurde bereits verschickt und weder ich noch alle Leute, die ich kenne, werden jemals wieder in die Nähe dieser Versicherung kommen.",11. März 2024,https://de.trustpilot.com/reviews/672c632369a465d07a5f723e
chaker yacoubi,1,Vermieter Rechtschutz schlecht,Vermieter Rechtschutz schlecht ! wird nur nach Ablehungsgrund gefragt.  000000 als bewertung,9. Oktober 2024,https://de.trustpilot.com/reviews/670666287f03834b87516bce
Michael,4,Bisher alles gut,"Meine persönliche Erfahrung hierBisher lief alles gut, auch nach jahren gab es nie ein problem bei einer Kostenübernahme seitens der Örag.Nur die schlechte Erreichbarkeit der Versicherung ist negativMfg",7. Oktober 2024,https://de.trustpilot.com/reviews/670392378d7c65854547e048
Minh Tam Truong,1,Tel.ausunft,"Tel.beratung lustlos,inkompetent, unfreundlich",25. September 2024,https://de.trustpilot.com/reviews/67038dc2094dd7b65f6d0bcf
hzi,1,"""Ihre Selbstbeteiligung im…","""Ihre Selbstbeteiligung im Rechtsschutzfall reduziert sich um 150 €, wenn Sie sich für eine von MEINRECHT empfohlene Kanzlei entscheiden.""... gilt für jeden Vertrag ... nur nicht für meinen.Wo ich herkomme, nennt man so etwas Betrug!So verliert man langjährige Kunden. Tschüß nach 8 Jahren!!Nachtrag:... und dann noch mit Entfernen der Bewertung drohen? Klasse Laden!Die Kündigung ist raus!",26. Juli 2024,https://de.trustpilot.com/reviews/66f44b15c8068644ee64817b
Wolfgang Witt,1,Die Versicherung hat Leistungen ohne Informationen gestrichen.,"Die Versicherung hat Leistungen ohne Informationen gestrichen, trotz jährlicher Tariferhöhung um fast 10%.Örag reagiert nicht auf schriftliche Anfragen.",25. September 2024,https://de.trustpilot.com/reviews/66f40478ea502e42524c8f0b
LuKo,1,"Abzockverein, sowas braucht kein Mensch","Schade, daß man nicht 0 Sterne bewerten kann:Diese Rechtsschutzversicherung ist so ziemlich das allerschlimmste was mir in meinem fast 90 jährigen Leben zugemutet worden ist. Keines der angepriesenen Versprechen wird wahrgenommen. Wenn ein zwingend vogeschlagener Anwalt keine Zeit oder keine Lust hat zu übernehmen und man in einer Notlage (Betrug) dringend einen Anwalt benötigt, wird der höchgstmöglichge Selbstbeteiligungssatz berechnet, obwohl man sonst keine Möglichkeit hat. Denen ist Rechtsschutz völlig gleichgültig, sie helfen nicht, sie reiten den Kunden in Schwierigkeiten hinein.Herzlichen Dank OERAG, genau so  mies wie die Sparkassen, die allgemein für ihre Abzockerei bekannt sind. Diese ""Versicherung"" gehört dazu. VORSICHT!!!Ich habe sofort gekündigt - leider viel zu spät",6. August 2024,https://de.trustpilot.com/reviews/66c45cb55e2f5a3a301f1ed6
Schmidt,1,Super schlechte Versicherung,Super schlechte Versicherung. Schleierhafte Begründung zur Ablehnung eines Schadensfalls. Über 400 € für ein steuerliches Gutachten ausgegeben. Der Fall landet vermutlich vor Gericht. WOW! So geht Rechtsschutzversicherung... Als Kunde seid ihr mich los. Rate jedem ab hier eine RV abzuschließen. Die vermittelten Rechtsanwälte per telefonischer Beratung scheinen auch bald in Rente zu gehen und wimmeln einen fix am Telefon ab. Ich kann gar nicht in Worte fassen wie schlecht der Service der ÖRAG ist.,6. August 2024,https://de.trustpilot.com/reviews/66b1e1699f0a503372de6304
Mirko Stuehmer,1,Ich kann die ÖRAG leider nicht…,Ich kann die ÖRAG leider nicht empfehlen. Habe mit der Rechtschutzversicherung bisher keine guten Erfahrungen gemacht. Es wurden bisher schon 2 Fälle abgelehnt ohne triftige Gründe. Werde mich jetzt nochmal an den Ombudsmann wenden.,1. August 2024,https://de.trustpilot.com/reviews/66af1eec875e9c4b15dbc693
Frank Wartmann,1,Kündigung wegen Inanspruchnahme,"Solange man jahrelang nur einzahlt ist man ein guter Kunde.Aber sobald man die Versicherung in Anspruch nimmt, bekommt man die Kündigung.Warum nennen Sie sich dann ""Versicherung"" ???",26. Juli 2024,https://de.trustpilot.com/reviews/66ad15205a4a23e9692674c8
Iva Sal,1,Katastrophe,"In ihren Werbungen sagen sie, dass sie in jeder Hinsicht unterstützen, und auch in ihrem Vertrag steht, dass sie unter den Bedingungen, in denen ich es benötige, das Geld zahlen müssen. Aber wenn sie das Geld zahlen sollen, sagen sie: ""Nein, wir zahlen das nicht, weil es nicht durch unsere Versicherung abgedeckt ist. Die schlechsteste Versicherung.Unterschutzennur Kunde die zahlen ohne Schadensersatz! Kriminell!",29. Juli 2024,https://de.trustpilot.com/reviews/66a761e4f3eebab03e2a9640
T W,5,Tolle Unterstützung,Ein gewerblicher Händler hat mir eine Fake Tasche von Dolce & Gabbana geschickt und anschließend die Rückerstattung verweigert. Es ging um einen Betrag in Höhe von 1045€. Ich habe innerhalb von 5 Minuten eine Zusage für die Kostenübernahme von der ÖRAG erhalten. Die Partnerkanzlei vor Ort hat den Fall auch sofort angenommen. Nun wurde der Kaufbetrag vollständig erstattet. Ich bin begeistert! Vielen Dank!,31. Mai 2024,https://de.trustpilot.com/reviews/66a24adb325d2d326392490c
Steven,1,Kundenservice hat sich dramatisch verschlechtert,"Ich bin seit vielen Jahren bei der Örag Rechtschutzversicherung und war bei den wenigen Fällen in den vergangenen Jahren sehr zufrieden. ABER: Es scheint sich so einiges geändert zu haben! Telefonisch erreicht man keine kompetenten Mitarbeiter mehr, per Mail erhält man selbst nach Monaten keine Rückmeldung! Ich werde nun zumindest den Plus-Tarif mit sofortiger Wirkung kündigen, da ich diesen aufgrund der mangelnden Infos nicht in Anspruch nehmen konnte. Zumindest hierzu habe ich bereits die Zusage der Örag. Sollte der Kundenservice weiter in diese Richtung gehen, werde ich auch ganz kündigen. Neuen Kunden würde ich die Örag jedenfalls nicht empfehlen!",5. Juli 2024,https://de.trustpilot.com/reviews/668794d1ebae690e408298be
Hans Joachim Kaiser,1,Nutzlose Versicherung,"Nutzlose Versicherung. ÖRAG verwies mich an eine Anwaltskanzlei, die mir wegen einer Geld- und Warenunterschlagung im Februar 2024 durch einen online- Shop behilflich sein sollte. Diese Kanzlei hatte keinerlei Interesse an dem Fall, der bis heute anhängig ist und von der Kanzlei ad acta gelegt wurde. Seitens ÖRAG war keine weitere Unterstützung zu erkennen.",8. April 2024,https://de.trustpilot.com/reviews/6686fdcd878ef7b87947fb01
Daniel Moll,1,Schlecht,"Schlecht , nachdem ich unverschuldet die Versicherung in Anspruch genommen hatte , wurde mir gekündigt. Empfohlener Rechtsanwalt war auch noch ne absolute Pfeife ! Ganz schlecht !!",20. Juni 2024,https://de.trustpilot.com/reviews/66744570906e635dffa859c8
Lisa Fraszewski,5,Ich bin super zufrieden mit der ÖRAG,"Ich bin super zufrieden mit der ÖRAG. Die Menschen im Rechtsservice, die man telefonisch erreichen kann, sind studierte  Rechtsexpert*innen. Die haben echt Ahnung. Eine Bereicherungen ist auch das Portal von MEINRECHT (meinrecht.de) – dort gibt es ganz viele Tipps und News!",13. Juni 2024,https://de.trustpilot.com/reviews/6672933c253c1e62ec53c70b
AnLu,1,Plötzliche Kündigung ohne Vorwarnung mit einer Frist von 4 Wochen / Fällig Zahlungen werden zurückgehalten,"10.07.2024: Nun ist es passiert. Das Geld ist nicht, wo es seit 2 Tagen sein sollte.05.07.2024:Um fair zu sein: Die Beschwerdeabteilung hat sich aktiv eingebracht.Update vom 03.07.2024:Nachdem ich die außerordentliche Kündigung erhalten habe mit der Zusage, dass über das Kündigungsdatum alles bezahlt werden würde, was den aktuellen Fall betrifft, gibt es nun doch Probleme mit der Bezahlung von zugesagten Leistungen. Aktuell fällige Zahlungen gehen nicht an die entsprechenden Behörden trotz Zusagen, dass sie heute rausgehen sollen. Damit ist mein gesamtes Verfahren gefährdet. Die RS-Versicherung ist seit vielen Tagen über die Zahlungen informiert. Mein Anwalt hat bereits mehrmals erinnert. Ich wurde heute von zwei frechen Mitarbeiterinnen angemacht, bis man mir sagte, die Zahlungen wären noch nicht rausgegangen, und meine Akte wäre von einem bestimmten Sachbearbeiter gesperrt. Diese Versicherung ist unglaublich! Auch mein Versicherungsmakler kann nicht verstehen, was das soll. Er droht nun mit Einschalten des Vorstand. Die OERAG ist in der Haftung! Ich kann mich nur vielen anderen anschließen: Hände weg von dieser Versicherung!Leider muss auch ich mich den schlechten Bewertungen anschließen. In einem laufenden Verfahren wurde mir nun plötzlich der Vertrag ohne jegliche Vorwarnung gekündigt, obwohl mir ein Sachbearbeiter dort vor kurzen noch erklärt hatte, dass ich nichts zu befürchten habe, da es bei der ÖRAG nur darum ginge, was sie wirklich zu bezahlen hat. Und solange zu erwarten ist, dass die Versicherung ihre Zahlungen nach Gerichtsurteil zurückerhält, wäre sowieso alles in Ordnung. Hinzukommt, dass der Eigenanteil, den ich zu tragen habe, mit 400,- EUR auch noch ziemlich hoch ist, so dass für die Versicherung nicht allzu viel als Rest anfällt, der zu bezahlen ist.Die Anwälte, die von der Versicherung empfohlen werden, sind an Anzahl recht bescheiden und lehnen es häufig ab, einen als Mandanten anzunehmen.Auch musste ich feststellen in der Auflistung, die der Kündigung beilag, dass diese Versicherung einen Anwalt in der Vergangenheit für ein- und dieselbe Angelegenheit doppelt bezahlt hatte ohne mein Wissen, was mir nun als zwei Schadensfälle angerechnet wird, und obwohl ich die Versicherung bereits mehrfach darüber informiert hatte, wie unzufrieden ich mit der Leistung dieses von ihr empfohlenen Anwalts bin. Diese Doppelzahlung und -zählung wird jetzt auch noch mir angelastet.In einer kürzlich erfolgten Rückfrage von mir zu einem mir völlig unverständlichen Schreiben der ÖRAG im Hinblick auf eine einfache Anfrage meines Anwalts, leitete mich ein Mitarbeiter einfach kommentarlos an einen anderen Sachbearbeiter weiter, der neben immerwährender Wiederholungen bestimmter Äußerungen dann auch noch erklärte, dass die ÖRAG die Anfrage meines Anwalts, die von dieser Versicherung anfangs nicht einmal beantwortet worden war, möglicherweise völlig missverstanden hätte. Wie kann so etwas passieren? Auf welchen Grundlagen fundieren denn beunruhigende Anschreiben oder beschwichtigende Aussagen der ÖRAG, wenn sich Sachbearbeiter schlussendlich darauf hinausreden, dass sie gegebenenfalls alles missverstanden haben? Wie kann es sein, dass ein Anwalt in ein- und derselben außergerichtlichen Angelegenheit zweimal bezahlt wird, und diese Zahlung dann auch noch an mir dem Versicherungsnehmer spurlos vorbeigeht? Ich hätte in einem zweiten Verfahren ja auch meine Selbstbeteiligung nochmal bezahlen müssen, was ich sicher nicht getan hätte. Spätestens dann wäre die Doppelzahlung aufgeflogen? Zusammengefasst sieht es für mich so aus, als würde diese Versicherung ihren Versicherungsnehmern kündigen, sobald die Zahlungen, die sie leisten muss, die Summe der geleisteten Beiträge übersteigt, völlig unabhängig davon, ob und dass sie ihre Auslagen wieder zurückerstattet bekommt. Denn es läuft derzeit darauf hinaus, dass für diese Versicherung in meinem Fall ein Saldo = 0,00 EUR resultiert, wenn man davon ausgeht, dass sie ihre Kosten nach Gerichtsurteil zurückerstattet bekommen. Meine Beträge covern ihre tatsächlichen Ausgaben. Zuzüglich meiner Selbstbeteiligung habe ich die Anwalts- und Gerichtsgebühren im Grunde doch selbst bezahlt.Update 25.06.2024: Ich habe die ÖRAG sofort nach Erhalt der Kündigung angeschrieben und um Erklärung gebeten. Das ist jetzt jetzt 8 Tage her. Bis heute habe ich darauf keine Antwort erhalten. Aber nun will die ÖRAG über diese Plattform Infos zu meiner Bewertung. Warum muss alles über den Weg laufen, damit man das Gefühl bekommt, überhaupt in irgendeiner Form wahrgenommen zu werden ...?Das ist nicht mein Verständnis einer Versicherung ...",13. Juni 2024,https://de.trustpilot.com/reviews/666eb371259c5c84b2b03c5e
Marion Klinnert,5,Sehr zufrieden,"Ich habe nur gute Erfahrungen mit meiner Rechtsschutz Versicherung,,,ich hatte sie schon mehrfach gebraucht,und das war immer zu meiner vollsten Zufriedenheit,, Mitarbeiter nett am Telefon,ebenso die Rechtsberatung durch einen Anwalt am Telefon,,,,es wurde auch immer alles zügig bearbeitet,,,und so bin ich ein zufriedener Kunde,,,,,,",10. Juni 2024,https://de.trustpilot.com/reviews/666737af77db51f937eaddd8
Sabrina,1,Ich war bei der Örag rechtschutz…,"Ich war bei der Örag rechtschutz versichert und konnte wegen 4 Monaten Krankenhausaufenthalt nicht in das online Banking. Somit habe ich nicht mitbekommen das die monatlichen Abbuchung nicht getilgt waren. Darauf hin wurde dieses Inkasso beauftragt. Sie verlangen für eine Hauptforderung von 155€ insgesamt 350€.Die Höhe der Inkassogebühren bei einer Hauptforderung von 155€ ist gesetzlich begrenzt. Gemäß § 4 Abs. 1 des Rechtsdienstleistungsgesetzes (RDG) dürfen Inkassogebühren maximal in Höhe der gesetzlichen Vergütung nach dem Rechtsanwaltsvergütungsgesetz (RVG) berechnet werden.Für eine Hauptforderung von 155€ könnte die maximale Höhe der Inkassogebühren daher bei etwa 18,00€ bis 21,00€ liegen. Dies entspricht einem Prozentsatz von 1,3 bis 1,5 des eingeforderten Betrags, wie es im RVG festgelegt ist.Es ist wichtig zu beachten, dass Inkassogebühren nicht beliebig hoch sein dürfen und in einem angemessenen Verhältnis zur Forderung stehen müssen. Es empfiehlt sich daher, im konkreten Fall die genauen Kosten mit dem Inkassounternehmen zu klären und gegebenenfalls die Angemessenheit der Gebühren zu überprüfen.Ich habe jetzt den ADAC rechtschutz eingeschalten und die haben es mir bestätigt. Nutzt auf jedenfall eure rechtschutz und zur Information vorweg einen GPS Chat zur Gebührenberechnung (App Store).Außerdem solltet ihr darauf bestehen, dass man die Vereinbarung schriftlich per Einschreiben an euch sendet. Das ist in meinem Fall nicht geschehen. Sie haben dann einfach aufgeschlagen und Gebühren erfunden.Der Örag war es übrigens völlig egal welches Inkasso sie einsetzt. Habe extra angerufen und die haben gemeint es ginge sie nichts an und ich solle das mit der Inkasso selber klären. Das die deren Ruf schaden war der Sachbearbeiter egal. Mich haben die immer als Kunden verloren. Sind sowieso nicht kompetent genug.Mir wurde der Rechtsanwalt Oliver Langner aus Düsseldorf empfohlen bei Inkasso Fragen.",23. Mai 2024,https://de.trustpilot.com/reviews/664eed76494f75477ec658d4
Tina,1,Nach vielen Jahren erhalte ich die Kündigung,"Leider kann ich mich den vielen schlechten Bewertungen nur anreihen. Wir zahlen viele Jahre Beiträge für diese Versicherung, hatten sie aber glücklicherweise noch nie benötigt. Nun steht uns der erste große Rechtsstreit bevor, der Schaden wird vorerst auch übernommen, allerdings habe ich zwei Tage nach Übernahme des Schadens die Kündigung Seitens Örag im Briefkasten. Die Begründung der Kündigung lautete: ""die Aufwendungen sind so erheblich, dass wir den Vertrag nicht mehr fortsetzen können"". Aber meine gezahlten Beiträge die letzten Jahre haben sie gerne genommen. Schließt auf keinen Fall diese Versicherung ab, wenn ihr vielleicht mal Hilfe benötigt. Ich habe sie damals über Check24 abgeschlossen, allerdings wird Örag dort schon gar nicht mehr empfohlen.Update - Januar 2025:Örag hat veranlasst meine Bewertung auf diesem Portal zu löschen, bis ich ""Beweise"" erbringe, dass meine Bewertung auch der Wahrheit entspricht.Meine Bewertung entspricht 100% der Wahrheit und wurde nun auch von Seiten Trustpilot mit Nachweisen geprüft.Ich persönlich kann und werde diese Versicherung keinem mehr empfehlen - durch die Kündigung von Seiten Örag finde ich nun keine andere Rechtsschutzversicherung die mich aufnimmt. Danke dafür an Örag, meine Beiträge für die letzten Jahre habt ihr aber gerne angenommen. 👎",27. April 2024,https://de.trustpilot.com/reviews/662d08c0e14b1421f92092c7
Sönke Brüdersdorf,5,Skiunfall in Österreich,"Einfach ein sehr guter Partner an unserer Seite! Schwerwiegender Skiunfall in Österreich, Verursacher kommt aus Holland. Gerichtsstand ist Österreich. Wie sichert man seine Ansprüche? Mit der ÖRAG war alles ganz unkompliziert und wir haben einen renommierten Anwalt in Österreich benannt bekommen, der sich mit dem Thema bestens auskennt. Danke für diese wirklich tolle Unterstützung - gerade wenn man es am dringendsten braucht!",25. März 2024,https://de.trustpilot.com/reviews/662be8e2d2ff96d4cbdea305
Georg Baulig,1,Berufs-RS; bis der Schadensfall eintritt,"Engagierte Aufarbeitung des Schadenfalls durch die Mitarbeiter. Als es dann um den Schadenausgleich ging, zog sich die ÖRAG zurück. Auf Anfragen wird sei Monaten einfach nicht mehr geantwortet. Der Kunde steht im Regen.",25. April 2024,https://de.trustpilot.com/reviews/662bacae3782569cdda9d35e
Klaus Wloch,1,ÖRAG Rechtschutzversicherung,"ÖRAG Rechtschutzversicherung ! Wissen nicht was sie  tun ! ! ! kannst vergessen nie wieder, werfen dich raus wie sie wollen !!!!  dann  spricht man von Service !!!!",23. April 2024,https://de.trustpilot.com/reviews/6627c0a85805fa02262c3cf6
Dirk Lorenz,1,Kundenberater abweisend und nicht…,Kundenberater abweisend und nicht kooperativFreundlichkeit sieht anders ausGut überlegen wo man seine Rechtschutz abschließt.Vertrag ist mittlerweile gekündigt,22. April 2024,https://de.trustpilot.com/reviews/66267df252af39be0a7905fe
Stefan Müller,1,Es ist unverschämt von den Sogenannten…,Es ist unverschämt von den Sogenannten Kundenservice sich nicht zurück melden auf einer Wichtige Frageich sehe mich gezwungen eventuell mir eine Versicherung zu suchen die für zahlenden Kunden auch bereit sind sich zu melden.. Eventuell sollten die Mitarbeiter Mal überlegen was Sie ohne Kunden machen würden,11. April 2024,https://de.trustpilot.com/reviews/661fe72880a99c7b4a6b8591
